query_number,unnormalized_cardinality,normalized_cardinality
1913,1938219,0.630036525682966
1914,278245,0.5455651860627712
1915,4330775,0.665024788202283
1916,4388540,0.6656014185714616
1917,39686,0.4608118098591402
1918,3445209,0.6550693009188634
1919,4542806,0.6671049248508595
1920,29287048,0.7482069254343445
1921,1455833,0.617581772490517
1922,2,0.03016506134932458
1923,1302,0.31210322151257064
1924,353001,0.555921349575263
1925,378133,0.5589143718974552
1926,32996314,0.7533965855523733
1927,230,0.2366596887022527
1928,3,0.04781049107063258
1929,415,0.26234455898194087
1930,10480442,0.7034853149057695
1931,137108,0.5147653610042259
1932,4,0.06033012269864916
1933,7,0.08468403345319594
1934,836428,0.5934638524530139
1935,10138180,0.7020403819748057
1936,352616,0.5558738597595042
1937,7612619,0.6895721394207927
1938,13527,0.41397185725028135
1939,65,0.181665094548201
1940,302548,0.5492093753865407
1941,25,0.14008220686199524
1942,371120,0.5580996736555002
1943,67995,0.48424398436604194
1944,1105906,0.6056178232675583
1945,14139,0.41589753960632236
1946,23985495,0.7395163540630578
1947,4223107,0.6639291805028344
1948,149008,0.5183874921788628
1949,4348577,0.6652033098354622
1950,2193,0.33479266766330007
1951,604056,0.5792995747582905
1952,19707,0.4303474511541116
1953,788173,0.5908778310274141
1954,19327272,0.7301192076213052
1955,4239444,0.6640972079762629
1956,145165,0.5172503859720696
1957,1216062,0.6097500753264453
1958,2323,0.33729888177591577
1959,213541,0.534046878552496
1960,1580506,0.6211575883333221
1961,2736148,0.6450410699634814
1962,238834,0.5389183892396394
1963,34560,0.454793067437492
1964,25231996,0.7417211824407025
1965,239,0.23833013197558156
1966,278418,0.5455922357662597
1967,153504199,0.8202997156648013
1968,1,0.0
1969,244582,0.5399533525512503
1970,3444999,0.6550666481726095
1971,136572,0.5145948976494213
1972,24305210,0.7400926088681911
1973,5,0.07004110343099762
1974,123954107,0.8109946374519932
1975,13842209,0.7155928052686302
1976,40609,0.4618123651114541
1977,154,0.21920306181250784
1978,90,0.19582714692158737
1979,122,0.20906611698363897
1980,1643614,0.6228614621914238
1981,108,0.2037615959105469
1982,52790,0.47322879002605256
1983,179982,0.5266063504958275
1984,742525,0.5882814419055278
1985,347835,0.5552797639676643
1986,25,0.14008220686199524
1987,35,0.15472513688419356
1988,19403,0.42967089591431007
1989,153241,0.5196065394313205
1990,6148,0.3796544893664753
1991,2992268,0.6489351720339336
1992,4054,0.36153219299528244
1993,6942,0.3849404397641341
1994,247424,0.540456120116401
1995,2912197,0.6477547696655261
1996,2556644,0.6420880618196073
1997,1781571,0.6263690089289662
1998,555536,0.5756555780764527
1999,1,0.0
2000,74514,0.4882282715983692
2001,6,0.07797555241995716
2002,2769140,0.6455626759256653
2003,114611775,0.8075844530783883
2004,4125516,0.6629117062034444
2005,2784794,0.6458079968049016
2006,4367171,0.6653889951544679
2007,692621,0.5852536700090228
2008,93894,0.49828896688143287
2009,256294,0.5419889352923997
2010,2954175,0.6483775979175832
2011,3757185,0.6588417630806298
2012,383595361,0.8601570270029699
2013,1494952,0.6187357155236152
2014,568847,0.5766860245807439
2015,1859,0.3276019492443941
2016,97,0.19908677578476985
2017,5214,0.37248345243139797
2018,10541,0.4031175578785109
2019,1038752,0.6028915801464075
2020,1211129,0.6095731799393794
2021,4201607,0.6637070577824157
2022,1501045,0.6189127260731053
2023,881499,0.5957478777471427
2024,1798209,0.6267735444459643
2025,418635,0.5633425779612589
2026,2541846,0.6418354396747125
2027,683161,0.5846551797233849
2028,457568,0.567212551042421
2029,2395835,0.639260909840996
2030,1178225,0.6083744967864071
2031,499412,0.5710207188904655
2032,203949681,0.8326654340270123
2033,850068,0.5941678113011875
2034,470351,0.5684116608206264
2035,3515846,0.655952545203333
2036,12219,0.4095461692905697
2037,6436446,0.6822683160329986
2038,10091442,0.7018392913253892
2039,1776,0.32561421683857356
2040,1145745,0.6071579676075923
2041,20984623,0.7336996352749632
2042,7042373,0.6861836608677108
2043,351194,0.555698005253182
2044,962490,0.599573188169179
2045,3071180,0.6500679809586237
2046,15513403,0.7205531779983071
2047,27745898,0.7458544039806172
2048,571879,0.5769173682539528
2049,1900694,0.6291857109314137
2050,128681,0.5120048446407187
2051,447476,0.5662419644292173
2052,536763,0.574159536517601
2053,2,0.03016506134932458
2054,9377,0.39802529128547176
2055,95,0.1981800974815072
2056,209862,0.5332905760546911
2057,1,0.0
2058,1,0.0
2059,1890789,0.6289583294443932
2060,1188901,0.6087670503115585
2061,800670,0.5915624398453061
2062,4447472,0.6661819290592753
2063,143529754,0.8173758681935022
2064,374721,0.5585199055295462
2065,149522368,0.8191559531398284
2066,234152,0.5380567885134473
2067,61691330,0.78062848317468
2068,71798,0.48661239400863265
2069,127,0.21081410232756762
2070,55815,0.475653705770259
2071,121293385,0.8100503141345561
2072,2126803,0.6340772809258138
2073,3138,0.3503861806101755
2074,657363,0.582979952138036
2075,39468,0.4605720958184029
2076,550826,0.5752850381357895
2077,6679288,0.6838800359900324
2078,2826,0.3458287259009617
2079,2662516,0.6438538915887104
2080,75244346,0.7892712386852319
2081,2560345,0.6421510143838642
2082,13915736,0.7158233574835774
2083,72287,0.4869077872152118
2084,2167301,0.6348981665340457
2085,1177446,0.6083457140827983
2086,604722,0.5793475300429737
2087,5,0.07004110343099762
2088,69745102,0.7859684276568677
2089,467830,0.5681777792481453
2090,33,0.15216445808061987
2091,23,0.1364535239219305
2092,15815,0.42077261980357716
2093,45524551,0.7674034276488498
2094,104836,0.5030860966481674
2095,1834102,0.6276336457712239
2096,27116,0.4442365375108863
2097,1274246,0.6117840160974867
2098,1628608,0.6224623141763311
2099,140095,0.5157032746484073
2100,1888,0.32827559522680066
2101,6839,0.3842899007809889
2102,3231295,0.6522796650583046
2103,2419813,0.6396942915300398
2104,4181,0.36287459718526965
2105,1450495,0.6174219112497791
2106,6335879,0.6815829804885144
2107,1104013,0.6055432671796201
2108,12670688,0.7117443669507856
2109,18,0.12578604349058972
2110,109590869,0.8056349553849887
2111,26,0.14178905246652798
2112,105676,0.5034334036038732
2113,7317287,0.6878501961629145
2114,4014391,0.6617234008298639
2115,579149,0.577467115478121
2116,36470,0.45713408681586576
2117,5504164,0.675458829704112
2118,4366492,0.6653822283739135
2119,16112483,0.7222021102823325
2120,8526,0.3938849140782252
2121,233508,0.5379369311654595
2122,22,0.1345190283593119
2123,5132,0.37179359520194516
2124,2,0.03016506134932458
2125,218062,0.5349586262699023
2126,32,0.1508253067466229
2127,446,0.26547968541036054
2128,22576827,0.7368823568090759
2129,172624,0.5247898233887536
2130,151867477,0.819833207688549
2131,1,0.0
2132,440874,0.5655951076164525
2133,286,0.24614301947651526
2134,13466386,0.7143949063695848
2135,1971578,0.6307791652781732
2136,692754,0.5852620259053618
2137,12,0.10814061376928175
2138,1,0.0
2139,2067797,0.6328528253897924
2140,1287819,0.6122451197006381
2141,167020,0.5233535988510767
2142,239,0.23833013197558156
2143,263562,0.5432058745570111
2144,306800,0.5498167318566747
2145,1970378,0.6307526694051024
2146,224291,0.536184333673019
2147,20248157,0.7321448693207109
2148,1212659,0.6096281220836606
2149,387,0.25930459136453166
2150,12670688,0.7117443669507856
2151,1485416,0.6184572274633618
2152,2058387,0.6326543299502694
2153,142,0.21567256049201544
2154,85281,0.4941017965003739
2155,1485986,0.618473923838623
2156,389926,0.5602508830773015
2157,527,0.27274220300881863
2158,1,0.0
2159,2003444,0.6314769252733264
2160,237,0.2379644240720861
2161,8467123,0.6942018420151219
2162,1553182,0.6203986468770522
2163,229146989,0.8377349765954859
2164,101180,0.5015413417514331
2165,233517476,0.8385571915167085
2166,12733912,0.7119609773245906
2167,1646,0.32230609763712953
2168,129283666,0.8128266804732602
2169,110908,0.5055363810372508
2170,21130,0.43338159165995677
2171,408014,0.5622242301018391
2172,102,0.2012741197893582
2173,42,0.1626595858731531
2174,1066791,0.6040507119636032
2175,2,0.03016506134932458
2176,39,0.15943448218783599
2177,511578,0.5720681625318048
2178,3242072,0.6524245678664915
2179,3515,0.3553235778521499
2180,1264,0.31081417839875186
2181,1666152,0.6234541603045537
2182,1258,0.3106071090893683
2183,3011344,0.6492117291933718
2184,20710936,0.7331283153725572
2185,21934,0.43500676951904405
2186,32,0.1508253067466229
2187,96763,0.49959881012614615
2188,152914,0.5195135753228408
2189,3215612,0.6520679326480452
2190,4332228,0.6650393866238581
2191,14273399,0.7169277521982997
2192,831762,0.5932204028329664
2193,51843484,0.7730599161727408
2194,40,0.16053628747897136
2195,186774,0.5282184017763901
2196,72912618,0.7879013022187951
2197,3835855,0.6597435786951639
2198,160,0.22086641017762051
2199,15283,0.41928349776069473
2200,8724,0.3948840024683847
2201,245441,0.5401059284340385
2202,44013,0.4653154400322769
2203,1003207,0.601376330749188
2204,4704,0.3680038647236474
2205,6950,0.384990562412251
2206,74449,0.4881902925812089
2207,442,0.265087619835929
2208,2557023,0.642094512648386
2209,10722529,0.7044791226338598
2210,646059,0.5822250915727958
2211,14571,0.41720730068817546
2212,532,0.2731531502023547
2213,4764,0.3685554435195235
2214,117746,0.5081400667462991
2215,30961,0.45000734582207846
2216,1789077,0.6265519751458508
2217,9632,0.3991929494230853
2218,91,0.19630802457039934
2219,48290,0.4693513669318466
2220,2767702,0.6455400708735441
2221,154417,0.5199392372641793
2222,7381,0.38760898965428897
2223,4055,0.3615429264974744
2224,12779,0.41149630203902327
2225,1,0.0
2226,3197881,0.6518273033751568
2227,158,0.2203189943507781
2228,70,0.18489019823351818
2229,2405,0.3388085749188437
2230,20427076,0.7325277275279302
2231,25623,0.4417719018892728
2232,9242279,0.698014005771113
2233,2603873,0.6428846546814325
2234,373311,0.5583558434554611
2235,31,0.14944363563941757
2236,21,0.13249452452382854
2237,2200993,0.6355694907162712
2238,906135,0.5969474539277124
2239,27650821,0.745705021178935
2240,1049530,0.6033408027886624
2241,25538685,0.7422469566037699
2242,35511516,0.7565935414993736
2243,1,0.0
2244,21047537,0.7338299143484313
2245,232265531,0.8383232477904193
2246,24625218,0.7406618506383986
2247,46,0.16661858527125506
2248,9,0.09562098214126516
2249,2481104,0.6407828474651683
2250,8275,0.3925845060243537
2251,123368884,0.8107886852431245
2252,157517013,0.8214227469834435
2253,122142,0.5097352351130896
2254,1951,0.3297040621066001
2255,1409587,0.6161769147557864
2256,7112042,0.6866120711708215
2257,88338,0.49563447767271035
2258,743247,0.5883237373710798
2259,279058,0.5456921581387488
2260,5772,0.3769080852571278
2261,1456823,0.6176113563454122
2262,52,0.17195411381585257
2263,620,0.2798148617690644
2264,194595,0.5300036003846637
2265,1395793,0.6157489472726787
2266,1663552,0.6233861966762669
2267,25542,0.44163411079447606
2268,142791,0.5165328012729514
2269,345,0.25430511842356074
2270,20500437,0.7326837399215974
2271,230873794,0.8380616972812968
2272,755808,0.5890530698605005
2273,25314,0.4412438954835676
2274,158278,0.5210139927848751
2275,12765,0.41144859879420337
2276,538680,0.5743146837108707
2277,20215288,0.732074167193721
2278,128,0.21115542944527205
2279,49,0.1693680669063919
2280,3928493,0.6607820955145455
2281,104527,0.5029576367393113
2282,861025,0.5947251673653854
2283,26977,0.4440128800266156
2284,280073,0.5458501598152933
2285,2759896,0.645417156935815
2286,703,0.28528247442115223
2287,2397667,0.6392941743659022
2288,211166869,0.8341788227080342
2289,450441,0.566529372414107
2290,13270072,0.7137558135289841
2291,6547,0.3823909676231161
2292,2,0.03016506134932458
2293,1,0.0
2294,234,0.23741003460779314
2295,884200,0.595881020336672
2296,1664669,0.623415407901975
2297,72723,0.48716948412415584
2298,1599,0.32104536708933734
2299,196443,0.5304149347405707
2300,6925120,0.685452985527489
2301,10401715,0.7031571749230524
2302,166,0.22246851690026787
2303,33197,0.4530419751942048
2304,4020,0.36116566978091275
2305,320012,0.5516515977992288
2306,2512886,0.6413367688930577
2307,3631497,0.6573610275975629
2308,1699205,0.624309034985797
2309,381,0.2586245933982002
2310,2582194,0.6425208130424312
2311,18548425,0.7283291727564493
2312,24130698,0.7397790143394735
2313,1538,0.3193526716993389
2314,9702539,0.7001289894021356
2315,1137,0.3062060366536931
2316,4,0.06033012269864916
2317,2454716,0.6403175185423107
2318,1967169,0.6306817356730547
2319,21717,0.4345740785193424
2320,274998,0.5450543517100934
2321,723527,0.5871534874408207
2322,4137557,0.6630385385483281
2323,77,0.18903800046318325
2324,65345,0.4825139634288136
2325,85983,0.49445856147324674
2326,1263720,0.61142303139045
2327,694333,0.5853611062169447
2328,10698299,0.704380670282518
2329,736096,0.5879030010286247
2330,804826,0.5917877475423955
2331,19733345,0.7310240843280412
2332,13074696,0.7131103175442268
2333,824180,0.5928218825397908
2334,594,0.27795050157120965
2335,3697132,0.6581405580977738
2336,19149123,0.7297162115008659
2337,141342,0.5160889277694093
2338,182269,0.5271558547882298
2339,60,0.17818171720027937
2340,460962,0.5675341608000296
2341,5223320,0.6731796673064799
2342,3151997,0.6511983590595247
2343,7260994,0.6875141035377308
2344,439,0.2647912351415371
2345,15548467,0.7206514303133
2346,40983,0.46221133104355633
2347,2522,0.3408758282512978
2348,1015885,0.6019228545684108
2349,3787503,0.6591915232487242
2350,81,0.19124196428253032
2351,27,0.14343147321189775
2352,5717,0.3764914149764087
2353,490985,0.5702801202570654
2354,23523,0.4380505186915337
2355,157519,0.5208048016096962
2356,3496915,0.6557175849942949
2357,4,0.06033012269864916
2358,2,0.03016506134932458
2359,1061545,0.6038361771771854
2360,263241,0.5431528391880907
2361,144952,0.517186483854329
2362,588,0.27750868067567364
2363,538711,0.5743171880728289
2364,19,0.12813899405050955
2365,7297,0.3871108789307649
2366,398969,0.5612486316097212
2367,374,0.25781759572871293
2368,2,0.03016506134932458
2369,597105,0.5787958890117778
2370,1766199,0.6259918830076845
2371,1217,0.30916513607729745
2372,128,0.21115542944527205
2373,3492339,0.6556605995417285
2374,353292,0.5559572101180742
2375,18863723,0.7290627191768365
2376,103476,0.5025178465259388
2377,23144982,0.7379639763646669
2378,8160859,0.692598543943929
2379,706355,0.5861081649171248
2380,57041,0.47659927133850344
2381,1001,0.30066199158038664
2382,2389670,0.639148781784562
2383,286,0.24614301947651526
2384,252311,0.5413073074730922
2385,630,0.28051118037478334
2386,458470,0.567298255208909
2387,377,0.2581652858690795
2388,3311986,0.6533530618440121
2389,5058835,0.6717871905617784
2390,1360296,0.6146278812870221
2391,3976904,0.6613151045185809
2392,4594715,0.6675993808994566
2393,201569,0.5315359594798429
2394,9812218,0.7006181749913171
2395,102,0.2012741197893582
2396,1684825,0.6239391761117947
2397,4840221,0.6698647029217277
2398,22,0.1345190283593119
2399,3821596,0.6595815044184817
2400,99160075,0.801282247686932
2401,2434382,0.6399555212448488
2402,37223562,0.7586426289477329
2403,3697680,0.6581470081342329
2404,87312,0.4951260690665688
2405,179184,0.5264129680113527
2406,122,0.20906611698363897
2407,3943517,0.6609482106530522
2408,34802,0.45509673910099296
2409,197442,0.5306356872884159
2410,2148578,0.6345205789989193
2411,2215414,0.6358536988994414
2412,1378453,0.6152049226859053
2413,40,0.16053628747897136
2414,1533350,0.6198393911321021
2415,910736,0.5971678672375459
2416,4,0.06033012269864916
2417,260997,0.5427802710130214
2418,197320,0.5306087884670102
2419,544546,0.5747860255325469
2420,950,0.2983862622618294
2421,36182116,0.7574076914117981
2422,7363591,0.6881247178552156
2423,5920,0.37800989054826317
2424,4949581,0.670837027819447
2425,34,0.15346362871872563
2426,17115457,0.724830119924063
2427,620638,0.5804781155233416
2428,94564,0.49859840285553675
2429,158753,0.5211443997991168
2430,617361,0.5802477243113723
2431,123153366,0.8107125937189479
2432,357772155,0.8571241061027357
2433,166,0.22246851690026787
2434,2162755,0.634806787865573
2435,38323,0.4592908978373207
2436,149499,0.5185306569329167
2437,3521098,0.6560175057170434
2438,17738,0.425766439550061
2439,1621510,0.6222722298517074
2440,958548,0.5993945846461255
2441,614748,0.5800631379204554
2442,950758,0.5990394663259029
2443,178116,0.526152803366629
2444,7334259,0.6879510189066554
2445,3911792,0.6605966911171135
2446,23507376,0.7386400980760245
2447,21976,0.4350900215301085
2448,751073,0.5887795737192388
2449,305711,0.5496619845167383
2450,2,0.03016506134932458
2451,249533,0.5408254964976108
2452,2751156,0.645279122947865
2453,455476,0.5670131260974757
2454,146279,0.5175830768817887
2455,969637,0.5998951458875178
2456,18,0.12578604349058972
2457,1607,0.32126255523527686
2458,21204537,0.7341533309929884
2459,455661,0.56703079854899
2460,2323,0.33729888177591577
2461,215,0.2337247126542641
2462,769,0.28918761035001433
2463,313203338,0.8513341783750042
2464,81066,0.4918959040979369
2465,13,0.1116239911172034
2466,593,0.2778771755481052
2467,1809081,0.627035868701116
2468,6,0.07797555241995716
2469,30096183,0.7493929475582465
2470,103260,0.5024269082853373
2471,36127,0.45672285432064114
2472,15385,0.41957298209474314
2473,1,0.0
2474,13778220,0.7153911616753347
2475,1162572,0.6077924618495788
2476,178415744,0.826844472440325
2477,151,0.21834692303298278
2478,4919693,0.6705734421934816
2479,5241773,0.6733331406968702
2480,420596,0.5635459567300646
2481,516,0.2718242229925482
2482,9851889,0.7007937684187765
2483,125500391,0.8115341632711786
2484,59,0.17745028848017777
2485,905739,0.5969284310617698
2486,1022433,0.6022024608812858
2487,4491600,0.6666115981220684
2488,13379,0.41349308859982303
2489,40057,0.4612167522292943
2490,106,0.2029481332652746
2491,154544,0.5199750146686557
2492,45132,0.4664080487378419
2493,2927125,0.6479772793386162
2494,15905672,0.7216399086279782
2495,221851,0.5357083086374246
2496,27379487,0.7452758658193438
2497,2,0.03016506134932458
2498,3771325,0.659005237436973
2499,1483790,0.6184095636261371
2500,1284670,0.6121385759211485
2501,826317,0.5929345760153529
2502,9068632,0.6971885779552711
2503,1127998,0.606478605779315
2504,47004,0.4681767114078544
2505,2040,0.33164534591900496
2506,7312976,0.687824549276423
2507,829266,0.593089612181799
2508,973853,0.6000839570736877
2509,203343,0.5319172925711173
2510,956,0.2986602546742307
2511,244917,0.5400129190143309
2512,405080,0.5619101575481857
2513,209341947,0.8338010934065319
2514,1865836,0.6283801800738805
2515,295,0.24749139191117542
2516,2408807,0.6394959032650852
2517,111503,0.505769227951305
2518,1557328,0.6205146598885801
2519,17815848,0.72657551080484
2520,29657,0.448134716843288
2521,2184930,0.6352507215211973
2522,273980,0.5448929522481252
2523,27967,0.4455813300128079
2524,906025,0.5969421706323172
2525,903963,0.5968430139697438
2526,1028401,0.602455745186243
2527,2088777,0.6332921468342195
2528,3627829,0.6573170489559023
2529,1870044,0.6284782174647345
2530,4742249,0.6689747882102067
2531,15625263,0.7208658474323334
2532,3681903,0.6579609271420598
2533,2,0.03016506134932458
2534,12029,0.40886415211214877
2535,2752156,0.6452949385094381
2536,54,0.17359653456122232
2537,29,0.14654129475187608
2538,110339,0.5053125374893005
2539,638480,0.5817115466974301
2540,5159047,0.672640843853663
2541,1264522,0.6114506412685177
2542,8378335,0.6937430834144148
2543,122,0.20906611698363897
2544,30,0.1480166558509548
2545,12036168,0.7095085713990392
2546,1238,0.30990967454071916
2547,18929,0.4285945602097354
2548,563196,0.5762515396297592
2549,46002,0.4672389717008469
2550,100615,0.5012976460161859
2551,8062293,0.6920697262395673
2552,5413745,0.6747379896572892
2553,178152,0.5261615983380793
2554,389305,0.5601815190631795
2555,495168,0.5706493144969056
2556,1293474,0.6124357995270598
2557,182442,0.527197141093654
2558,156,0.21976460488648514
2559,37026907,0.7584121052619684
2560,39205,0.4602811310518987
2561,17049,0.42404231835276673
2562,6882,0.3845626684300174
2563,29690915,0.7488029499667263
2564,91,0.19630802457039934
2565,2438717,0.640032948297823
2566,2709,0.3439886248177276
2567,47470011,0.769224540540853
2568,67,0.18298395258063335
2569,1079115,0.6045505790225766
2570,265273,0.5434874793757372
2571,293889,0.5479456799278593
2572,60888929,0.7800587311498143
2573,1311242,0.6130295358953474
2574,1252232,0.6110256076180778
2575,1523,0.31892615096000704
2576,21429633,0.734612870387777
2577,346755,0.5551444307752865
2578,204181,0.5320962707924921
2579,66,0.18232951942994444
2580,23,0.1364535239219305
2581,26635063,0.7440762398727195
2582,5526620,0.6756360181367913
2583,22916,0.436912788418433
2584,284727,0.5465673763085314
2585,353160,0.5559409471419346
2586,65794,0.48281196936690746
2587,37495,0.4583403280061445
2588,234143931,0.8386737831416807
2589,336821,0.5538794711252545
2590,434,0.26429273044193813
2591,90,0.19582714692158737
2592,7474409,0.6887747753408797
2593,1228119,0.6101794319503969
2594,25523,0.44160172615755944
2595,2897147,0.6475292839030263
2596,118627983,0.80908332764641
2597,31,0.14944363563941757
2598,98,0.1995331282557165
2599,1286,0.3115651128400781
2600,134317,0.5138703383150791
2601,253978,0.5415938884937543
2602,790,0.29036009778177574
2603,32891494,0.7532581179380016
2604,28,0.1450141561518451
2605,2269296,0.6368994756640025
2606,237,0.2379644240720861
2607,164365,0.522656250594928
2608,2572352,0.6423546240647258
2609,2865113,0.6470454107321677
2610,919726,0.5975953427225728
2611,1391,0.3149807563464403
2612,445,0.26538199965797116
2613,6495893,0.6826684124561955
2614,1175391,0.6082696939116453
2615,244178,0.5398814085553892
2616,5,0.07004110343099762
2617,6850439,0.6849811247317822
2618,12670688,0.7117443669507856
2619,482248,0.5694987337202421
2620,246671,0.5403234742866074
2621,2442078,0.6400928841606258
2622,122443,0.5098423489665348
2623,19807678,0.7311877068260922
2624,203,0.23122532820507202
2625,869,0.29450790001144084
2626,505,0.2708864612849829
2627,2569238,0.6423019095798899
2628,33570660,0.7541475758224981
2629,212412,0.5338161815109689
2630,124,0.20977375833806675
2631,2443262,0.6401139784871449
2632,2048,0.33181567484257035
2633,2,0.03016506134932458
2634,4299407,0.6647084311394382
2635,561,0.2754630254500209
2636,24566721,0.7405583486710783
2637,2,0.03016506134932458
2638,193,0.22902693232130278
2639,24,0.13830567511860634
2640,27018075,0.7446975856888826
2641,3874797,0.6601831603804099
2642,344739,0.5548906772469622
2643,109997954,0.8057963110116045
2644,317184,0.551265303798603
2645,87358,0.4951489908428264
2646,294705,0.5480663454937158
2647,5829329,0.6779566889701899
2648,4529650,0.6669787107010642
2649,42286,0.4635734193525857
2650,10441350,0.703322685804148
2651,30,0.1480166558509548
2652,1787680,0.626517980091492
2653,809210,0.5920241582505442
2654,64087,0.48166798088338414
2655,1568023,0.6208125063417497
2656,18830821,0.7289867473338602
2657,1704693,0.6244493637461893
2658,1822785,0.6273642877522705
2659,864,0.2942567799585206
2660,894683,0.5963939431031402
2661,1032585,0.6026324408852337
2662,199199,0.5310212417608483
2663,273,0.24411851564103193
2664,60001,0.47880093685160874
2665,280,0.2452203209321673
2666,105,0.20253562795482616
2667,2449385,0.6402229039341251
2668,6209077,0.6807031874937606
2669,23,0.1364535239219305
2670,3314396,0.6533847173558944
2671,11819,0.40809769597698603
2672,2820,0.34573623068140963
2673,6236088,0.6808920950950433
2674,505404,0.5715397568948307
2675,1344,0.313484892619776
2676,129499,0.5122806107602494
2677,24285982,0.740058167108621
2678,19714,0.43036290651516884
2679,4883399,0.6702511999382553
2680,2850016,0.6468154919898483
2681,3134276,0.6509529984251056
2682,192,0.22880085916658005
2683,6,0.07797555241995716
2684,7440,0.3879554755383461
2685,914896,0.5973661977756951
2686,875700,0.5954606393560367
2687,174909,0.525362098898454
2688,15107791,0.7194001952106103
2689,11047,0.4051580099848816
2690,30804615,0.7504054673578552
2691,22402270,0.7365445740607783
2692,1065306,0.6039900902355025
2693,1686837,0.6239911150113878
2694,2,0.03016506134932458
2695,455634,0.567028219773556
2696,3522279,0.6560320998303723
2697,38150,0.45909399704494874
2698,6560138,0.6830967049012899
2699,1751188,0.62562043258664
2700,5489474,0.6753425271186402
2701,2432,0.33929442349578165
2702,6079841,0.6797878218248355
2703,1751725,0.6256337755927696
2704,1525294,0.6196101459181047
2705,776551,0.5902313439305303
2706,6836148,0.6848902430485219
2707,13102206,0.7132017880858561
2708,79,0.1901539330014535
2709,2291661,0.6373262763935992
2710,2566863,0.642261662086565
2711,3041128,0.649640043407681
2712,33,0.15216445808061987
2713,685,0.2841536766729761
2714,3119,0.3501218803878936
2715,752,0.2882147588784286
2716,766407,0.5896591145654015
2717,44162,0.4654625187926988
2718,100,0.20041232956064445
2719,108200,0.5044606064343639
2720,57495630,0.777563247117032
2721,2029258,0.6320340774793904
2722,23572,0.43814107739228325
2723,9104765,0.6973616301959691
2724,272587,0.5446711237200562
2725,25953612,0.7429483272376134
2726,202695,0.5317783877107669
2727,7555,0.38862300222477686
2728,213876,0.5341150970031656
2729,12670688,0.7117443669507856
2730,127469895,0.8122118123901207
2731,29,0.14654129475187608
2732,324908,0.5523123713559885
2733,2717801,0.6447482744793485
2734,302488,0.5492007440354357
2735,121,0.20870793401997462
2736,19496,0.42987898729260365
2737,33387,0.45329034205357566
2738,131332,0.5128922835419478
2739,17,0.12329856736940105
2740,2580744,0.6424963686159968
2741,9229174,0.6979522546585749
2742,63,0.1803050155944611
2743,500629,0.5711266398080689
2744,6973,0.3851343442914548
2745,1061613,0.6038389648085735
2746,13464654,0.7143893087483185
2747,1138915,0.6068977664844085
2748,101278,0.5015834725717112
2749,12188906,0.7100573491424782
2750,2122367,0.6339864159874817
2751,1892,0.32836769893190293
2752,96239,0.49936250165405205
2753,3060,0.34929077564031297
2754,2806973,0.6461532231410482
2755,9002,0.39624914629327407
2756,507089,0.5716846064028075
2757,4658281,0.6681973215626787
2758,2303172,0.6375443248308833
2759,110008,0.5051817910332387
2760,737291,0.5879735937483667
2761,2121146,0.6339613722647741
2762,75234,0.48864676012892194
2763,1,0.0
2764,4725976,0.6688251962580254
2765,227,0.23608831527259394
2766,594929,0.578637005263031
2767,51375,0.4720463746056039
2768,221904,0.5357187040411273
2769,656004,0.5828898899986183
2770,4084527,0.662477161713683
2771,23272,0.437583658136063
2772,7800129,0.69063108716987
2773,30040,0.44869313685528645
2774,4032,0.3612953836904086
2775,539873,0.5744109574583507
2776,98,0.1995331282557165
2777,201,0.23079444365126595
2778,95157593,0.7994892188484745
2779,802984,0.5916880317745281
2780,5061,0.37118731680162154
2781,192,0.22880085916658005
2782,14692654,0.7181876287925629
2783,1939077,0.6300557861620416
2784,454522,0.5669218794654097
2785,1723656,0.6249307960144357
2786,12512414,0.7111973323214947
2787,107194444,0.8046727663035776
2788,2915351,0.6478018765757576
2789,909,0.2964663399952504
2790,824694,0.5928490147023634
2791,278664,0.5456306705778758
2792,2205355,0.6356556527134786
2793,1062,0.3032363319707675
2794,462,0.2670135528831404
2795,245,0.23940917033738954
2796,1246614,0.6108299252379832
2797,1241967,0.6106673965072393
2798,1159207,0.607666315920016
2799,61597149,0.780561994200173
2800,7,0.08468403345319594
2801,12018,0.40882433767691995
2802,4914589,0.6705282694159658
2803,2184,0.3346136996890057
2804,1844163,0.6278717175763563
2805,8803,0.3952763141077283
2806,3894749,0.6604066722009816
2807,660467,0.5831849606405546
2808,19249113,0.7299428611358939
2809,786759,0.590799686878334
2810,30526532,0.750010823746317
2811,2058908,0.6326653436818588
2812,251219,0.5411185488867656
2813,9445862,0.6989622087944796
2814,80092062,0.7919883892758814
2815,183490804,0.828065096589309
2816,27917,0.44550345620987836
2817,313707,0.5507856106634664
2818,150617951,0.8194736636788535
2819,2501999,0.6411478146388052
2820,1274246,0.6117840160974867
2821,3843,0.3592060712287755
2822,5359286,0.674297998245301
2823,32385043,0.7525828163229555
2824,30844764,0.7504621506198995
2825,1878,0.3280444795247366
2826,20641,0.4323626188983709
2827,1735350,0.6252250498796402
2828,130498,0.5126150429220568
2829,11354879,0.7069727812170665
2830,772,0.28935705501995196
2831,308,0.2493681231618324
2832,13261,0.4131075575378274
2833,1675097,0.6236871739144987
2834,7103427,0.6865593235482634
2835,13582,0.41414844417175006
2836,36983,0.45774197490765145
2837,1370630,0.6149572401429861
2838,197684,0.5306889948183973
2839,294,0.24734361932634905
